Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
assaltos	NOUN	1	42	19	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
na	ADP	0	42	20	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
cidade	NOUN	0	42	21	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
de	ADP	0	42	22	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
marechal	NOUN	0	42	23	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
deodoro	ADJ	1	42	24	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
e	CCONJ	0	42	25	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
foi	AUX	0	42	26	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
preso	VERB	0	42	27	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
nesta	ADP	0	42	28	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
tercafeira	PROPN	1	42	29	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
28	NUM	0	42	30	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
proximo	ADJ	1	42	31	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
a	DET	0	42	32	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
praca	NOUN	1	42	33	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
da	ADP	0	42	34	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
faculdade	NOUN	0	42	35	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
em	ADP	0	42	36	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
maceio	PROPN	1	42	37	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
br104	PROPN	1	42	38	0	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
41	['NOUN', 'VERB', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'VERB', 'SCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'AUX', 'VERB', 'ADP', 'PROPN', 'NUM', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN']	[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]	42	41	1	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
policia	NOUN	1	43	0	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
civil	ADJ	0	43	1	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
efetua	VERB	1	43	2	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
prisao	NOUN	1	43	3	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
de	ADP	0	43	4	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
homem	NOUN	0	43	5	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
de	ADP	0	43	6	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
42	NUM	0	43	7	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
anos	NOUN	0	43	8	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
morador	ADJ	1	43	9	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
do	ADP	0	43	10	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
bairro	NOUN	0	43	11	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
liberdade	NOUN	0	43	12	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
em	ADP	0	43	13	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
portao	NOUN	1	43	14	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
foragido	ADJ	1	43	15	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
por	ADP	0	43	16	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
furto	NOUN	1	43	17	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
qualificado	ADJ	1	43	18	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
e	CCONJ	0	43	19	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
roubo	NOUN	0	43	20	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
majorado	VERB	1	43	21	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
dpportao	VERB	1	43	22	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
42	['NOUN', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'VERB', 'VERB']	[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]	43	42	1	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
maior	ADJ	0	44	0	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
esquema	NOUN	0	44	1	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	2	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
roubo	NOUN	0	44	3	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	4	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
terrenos	NOUN	0	44	5	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
patrocinado	VERB	0	44	6	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
pelo	ADP	0	44	7	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
pt	PROPN	1	44	8	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
na	ADP	0	44	9	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
prefeitura	NOUN	0	44	10	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
o	DET	0	44	11	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
local	NOUN	0	44	12	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
servia	VERB	0	44	13	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	14	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
area	NOUN	1	44	15	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
verde	ADJ	0	44	16	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
para	ADP	0	44	17	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
o	DET	0	44	18	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
bairro	NOUN	0	44	19	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
e	CCONJ	0	44	20	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
drenagem	NOUN	1	44	21	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	22	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
agua	NOUN	1	44	23	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
das	ADP	0	44	24	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
chuvas	NOUN	0	44	25	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
depois	ADV	0	44	26	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
destas	ADP	0	44	27	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
casas	NOUN	0	44	28	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
feitas	VERB	0	44	29	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
passou	VERB	0	44	30	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
a	SCONJ	0	44	31	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
encher	VERB	1	44	32	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	33	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
agua	NOUN	1	44	34	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
as	DET	0	44	35	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
casas	NOUN	0	44	36	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
vizinhas	ADJ	0	44	37	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
com	ADP	0	44	38	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
as	DET	0	44	39	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
enxurradas	NOUN	1	44	40	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
enfia	VERB	1	44	41	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
a	DET	0	44	42	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
erundina	NOUN	1	44	43	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
no	ADP	0	44	44	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
seu	DET	0	44	45	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
toba	NOUN	1	44	46	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
43	['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'ADP', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'VERB', 'VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]	44	43	1	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
cerca	ADV	0	45	0	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
de	ADP	0	45	1	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
350	NUM	0	45	2	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
caminhoneiros	NOUN	1	45	3	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
participaram	VERB	0	45	4	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
nesta	ADP	0	45	5	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
segunda	ADJ	0	45	6	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
15	NUM	0	45	7	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
de	ADP	0	45	8	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
uma	DET	0	45	9	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
carreata	NOUN	1	45	10	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
na	ADP	0	45	11	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
avenida	PROPN	0	45	12	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
brasil	PROPN	1	45	13	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
contra	ADP	0	45	14	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
o	DET	0	45	15	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
roubo	NOUN	0	45	16	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
de	ADP	0	45	17	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
cargas	NOUN	0	45	18	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
leia	VERB	1	45	19	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
a	DET	0	45	20	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
materia	NOUN	1	45	21	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
completa	ADJ	0	45	22	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
44	['ADV', 'ADP', 'NUM', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]	45	44	1	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
quando	ADV	0	46	0	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
da	ADP	0	46	1	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
dor	NOUN	0	46	2	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
da	ADP	0	46	3	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
conceicao	NOUN	1	46	4	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
rua	PROPN	0	46	5	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
luiz	PROPN	1	46	6	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
oliveira	PROPN	1	46	7	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
157	PROPN	0	46	8	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
bairro	NOUN	0	46	9	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
conceicao	VERB	1	46	10	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
