Token	POS-Tag	OOV	Id	Index	Documento
deodoro	ADJ	1	42	8	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
o	DET	0	42	9	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
homem	NOUN	0	42	10	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
de	ADP	0	42	11	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
22	NUM	0	42	12	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
anos	NOUN	0	42	13	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
e	CCONJ	0	42	14	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
acusado	VERB	0	42	15	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
de	SCONJ	0	42	16	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
cometer	VERB	0	42	17	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
varios	ADJ	1	42	18	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
assaltos	NOUN	1	42	19	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
na	ADP	0	42	20	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
cidade	NOUN	0	42	21	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
de	ADP	0	42	22	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
marechal	NOUN	0	42	23	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
deodoro	ADJ	1	42	24	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
e	CCONJ	0	42	25	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
foi	AUX	0	42	26	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
preso	VERB	0	42	27	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
nesta	ADP	0	42	28	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
tercafeira	PROPN	1	42	29	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
28	NUM	0	42	30	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
proximo	ADJ	1	42	31	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
a	DET	0	42	32	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
praca	NOUN	1	42	33	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
da	ADP	0	42	34	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
faculdade	NOUN	0	42	35	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
em	ADP	0	42	36	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
maceio	PROPN	1	42	37	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
br104	PROPN	1	42	38	policia prende acusado de cometer assaltos em marechal deodoro o homem de 22 anos e acusado de cometer varios assaltos na cidade de marechal deodoro e foi preso nesta tercafeira 28 proximo a praca da faculdade em maceio br104
policia	NOUN	1	43	0	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
civil	ADJ	0	43	1	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
efetua	VERB	1	43	2	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
prisao	NOUN	1	43	3	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
de	ADP	0	43	4	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
homem	NOUN	0	43	5	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
de	ADP	0	43	6	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
42	NUM	0	43	7	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
anos	NOUN	0	43	8	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
morador	ADJ	1	43	9	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
do	ADP	0	43	10	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
bairro	NOUN	0	43	11	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
liberdade	NOUN	0	43	12	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
em	ADP	0	43	13	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
portao	NOUN	1	43	14	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
foragido	ADJ	1	43	15	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
por	ADP	0	43	16	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
furto	NOUN	1	43	17	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
qualificado	ADJ	1	43	18	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
e	CCONJ	0	43	19	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
roubo	NOUN	0	43	20	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
majorado	VERB	1	43	21	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
dpportao	VERB	1	43	22	policia civil efetua prisao de homem de 42 anos morador do bairro liberdade em portao foragido por furto qualificado e roubo majorado dpportao
maior	ADJ	0	44	0	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
esquema	NOUN	0	44	1	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	2	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
roubo	NOUN	0	44	3	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	4	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
terrenos	NOUN	0	44	5	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
patrocinado	VERB	0	44	6	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
pelo	ADP	0	44	7	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
pt	PROPN	1	44	8	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
na	ADP	0	44	9	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
prefeitura	NOUN	0	44	10	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
o	DET	0	44	11	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
local	NOUN	0	44	12	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
servia	VERB	0	44	13	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	14	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
area	NOUN	1	44	15	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
verde	ADJ	0	44	16	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
para	ADP	0	44	17	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
o	DET	0	44	18	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
bairro	NOUN	0	44	19	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
e	CCONJ	0	44	20	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
drenagem	NOUN	1	44	21	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	22	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
agua	NOUN	1	44	23	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
das	ADP	0	44	24	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
chuvas	NOUN	0	44	25	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
depois	ADV	0	44	26	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
destas	ADP	0	44	27	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
casas	NOUN	0	44	28	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
feitas	VERB	0	44	29	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
passou	VERB	0	44	30	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
a	SCONJ	0	44	31	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
encher	VERB	1	44	32	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
de	ADP	0	44	33	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
agua	NOUN	1	44	34	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
as	DET	0	44	35	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
casas	NOUN	0	44	36	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
vizinhas	ADJ	0	44	37	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
com	ADP	0	44	38	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
as	DET	0	44	39	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
enxurradas	NOUN	1	44	40	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
enfia	VERB	1	44	41	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
a	DET	0	44	42	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
erundina	NOUN	1	44	43	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
no	ADP	0	44	44	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
seu	DET	0	44	45	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
toba	NOUN	1	44	46	maior esquema de roubo de terrenos patrocinado pelo pt na prefeitura o local servia de area verde para o bairro e drenagem de agua das chuvas depois destas casas feitas passou a encher de agua as casas vizinhas com as enxurradas enfia a erundina no seu toba
cerca	ADV	0	45	0	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
de	ADP	0	45	1	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
350	NUM	0	45	2	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
caminhoneiros	NOUN	1	45	3	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
participaram	VERB	0	45	4	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
nesta	ADP	0	45	5	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
segunda	ADJ	0	45	6	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
15	NUM	0	45	7	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
de	ADP	0	45	8	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
uma	DET	0	45	9	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
carreata	NOUN	1	45	10	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
na	ADP	0	45	11	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
avenida	PROPN	0	45	12	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
brasil	PROPN	1	45	13	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
contra	ADP	0	45	14	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
o	DET	0	45	15	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
roubo	NOUN	0	45	16	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
de	ADP	0	45	17	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
cargas	NOUN	0	45	18	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
leia	VERB	1	45	19	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
a	DET	0	45	20	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
materia	NOUN	1	45	21	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
completa	ADJ	0	45	22	cerca de 350 caminhoneiros participaram nesta segunda 15 de uma carreata na avenida brasil contra o roubo de cargas leia a materia completa
quando	ADV	0	46	0	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
da	ADP	0	46	1	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
dor	NOUN	0	46	2	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
da	ADP	0	46	3	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
conceicao	NOUN	1	46	4	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
rua	PROPN	0	46	5	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
luiz	PROPN	1	46	6	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
oliveira	PROPN	1	46	7	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
157	PROPN	0	46	8	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
bairro	NOUN	0	46	9	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
conceicao	VERB	1	46	10	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
a	ADP	0	46	11	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
eva	NOUN	0	46	12	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
foi	AUX	0	46	13	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
assediada	VERB	1	46	14	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
por	ADP	0	46	15	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
uma	DET	0	46	16	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
